,Unnamed: 0,album,track,popularity,album_popularity,album_tracks,avg_album_popularity,lyrics
20,20,À peu près (Deluxe),De là-haut,26,501,18,27.83,"Voilà qu’on pleure autour d’une croix
Qu’on jette des fleurs, qu’on parle de moi
C’est une belle journée d’été
Tout le monde s’est habillé

Les mots qui sortent, qu’on n'disait pas
Le vent les apporte jusqu’à moi
Tout paraît si limpide, si limpide, limpide
Vu de là-haut

De là-haut, je vous vois si petits
Tout là-haut, ma peine s’évanouit
Tout là-haut, des visions inouïes
Du soleil qui mange la pluie

J’ai brisé le lien qui me tenait
Le nœud quotidien, je l’ai défait
Tout paraît si futile, si futile, futile
Vu de là-haut

Séchez vos larmes, dormez en paix
Je pars sans drame, et sans regret
Mais c’est facile, si facile, facile à dire
Vu de là-haut
De là-haut, je vous vois si petits
Tout là-haut, ma peine s’évanouit
Tout là-haut, des visions inouïes
Du soleil qui mange la pluie


De là-haut, je vous vois si petits
Tout là-haut, ma peine s’évanouit
Tout là-haut, des visions inouïes
Du soleil qui mange la pluie
EmbedShare URLCopyEmbedCopy"
21,21,À peu près (Deluxe),A Lonely One,23,501,18,27.83,"Drop a nickel in the jukebox, turn up the radio
Let the needle in the shallow groove run slow
Play the music loud, play it wild and high
Play the music loud tonight

Play only, play only, play only a lonely one
Play only, play only, play only a lonely one

Well a new day is dying and a new night is born
While lovers are sighing, singing a happy song
When old Cupid throws millions arrows
Oh yes indeed, me and my shadows

Play only, play only, play only a lonely one
Play only, play only, play only a lonely one

An old love I'm remembering
I'm raising up my glass
To the joys and the sufferings
I want to reminisce
Play only, play only, play only a lonely one
Play only, play only, play only a lonely oneEmbedShare URLCopyEmbedCopy"
22,22,À peu près (Deluxe),Pauline,29,501,18,27.83,"Ça fait depuis l’enfance
Que je connais Pauline
J'n'ai jamais eu la chance
D'être sa copine
Mmm
Elle avait l'air plus grande
Ses jambes étaient si fines
Il n'y avait dans sa bande
Que les plus jolies filles
Mmm

Oh, Pauline, pendue à tes bottines
Les garçons passaient tous à côté de moi
Oh, Pauline, belle comme une ballerine
Je les comprenais, je ne leur en voulais pas

On a suivi nos routes
Un peu en parallèle
Moi surmontant mes doutes
Et toi de plus en plus belle
Mmm
J’ai trouvé ce garçon
Qui me trouvais je n'sais quoi
Mais tu connais son nom
Et tu le veux pour toi
Oui, tu le veux pour toi

Oh, Pauline, j'ai pas ta poitrine
Mais mon cœur bat pour lui, ne me fais pas ça
Oh, Pauline, moulée dans ton jean
Tu sais que je n'peux pas lutter contre ça

Je ne suis pas stupide
Tu peux claquer des doigts
En faire un chien de cirque
Il ne vivra que pour toi
Ah, ah, ah
Pour toi ça n'est qu'un jeu
Tu l'oublieras demain
Moi, j'suis folle amoureuse
S'il me quitte, c'est la fin
S'il me quitte, c'est la fin

Oh, Pauline, rose pleine d’épines
Tu le blesseras un jour alors laisse-le moi
Oh, Pauline, range tes canines
Laisse le bonheur aux autres au moins pour cette fois
Oh, Pauline, oh, Pauline
Laisse le bonheur aux autres au moins pour cette fois
Oh, Pauline, oh, Pauline
Laisse le bonheur aux autres au moins pour cette fois1EmbedShare URLCopyEmbedCopy"
23,23,À peu près (Deluxe),Ceux qui rêvent,31,501,18,27.83,"Mes nuits blanches ne sont pas blanches à peine claires
Semées d’étoiles
Petits trous dans la toile étanche
Tristes strass sur le voile
Et moi, envoûtée de ténèbres
Je passe des heures infinies
À compter les moutons funèbres
Qui tapissent mes insomnies
Ah, minuit est là
Ah, je ne dors pas
Et moins je dors et plus je pense
Et plus je pense et moins j’oublie
L’immense impasse, l’espace immense
Qui s’étendent au fond de mon lit
C’est inouï tous ces silences
Qu’il est cosmique cet ennui
Dois-je recourir à la science ?
Anesthésier l’insomnie ?
Ah, minuit est là
Ah, je ne dors pas
Et puis passé minuit, je danse
Au rythme des tachycardies
Et tout s’emballe et tout balance
Et tout m’étale et tout me fuit
La lune est un fruit un peu rance
La vie est une maladie
Ceux qui rêvent ont bien de la chance
Les autres ont des insomnies
Ceux qui rêvent ont bien de la chance
Les autres ont des insomnies
Ceux qui rêvent ont bien de la chance
Quant à moi, j’ai des insomnies
Ah, minuit est là
Ah, je ne dors pas
Ah, minuit est là
Ah, je ne dors pas
Je ne dors pas
Je ne dors pas
Je n'dors pas
N'dors pas

Je n'dors pas3EmbedShare URLCopyEmbedCopy"
24,24,À peu près (Deluxe),On brûlera,31,501,18,27.83,"On brûlera toutes les deux
En enfer, mon ange
J’ai prévu nos adieux
À la Terre, mon ange
Et je veux partir avec toi
Je veux mourir dans tes bras

Que la mer nous mange le corps, ah
Que le sel nous lave le cœur, ah
Je t’aimerai encore
Je t’aimerai encore
Ah, je t’aimerai encore
Je t’aimerai encore

Je m’excuse auprès des dieux
De ma mère et ses louanges
Je sais toutes les prières
Tous les vœux pour que ça change
Mais je veux partir avec toi
Je veux mourir dans tes bras

Que la mer nous mange le corps, ah
Que le sel nous lave le cœur, ah
Je t’aimerai encore
Je t’aimerai encore
Ah, je t’aimerai encore
Je t’aimerai encore
On brûlera toutes les deux
En enfer, mon ange
Tu peux écrire tes adieux
À la Terre, mon ange
Car je veux partir avec toi
Je veux mourir dans tes bras

Si la mer nous mange le corps, ah
Si le sel nous pique le cœur, ah
Je t’aimerai encore
Je t’aimerai encore
Ah, je t’aimerai encore
Je t’aimerai encore5EmbedShare URLCopyEmbedCopy"
25,25,À peu près (Deluxe),De quoi te plaire,27,501,18,27.83,"Toute seule à l'ombre
Je rêve de tes bras
La nuit noire s'effondre
Et quelques larmes dans ma voix
La route était si longue
Pour arriver jusqu'à toi
Et tu viens de me dire
""Surtout, ne t'arrête pas""

Et je regarde encore une fois
Dans le miroir, je n'trouve pas de quoi te plaire
Alors, j'écris des mots sans voix
Pour oublier que je n'ai pas de quoi te plaire
De quoi te plaire

Il y a autour de moi
Tous ces hommes à la file
Mais même additionnés, multipliés
Je crains qu'il
N'y ait pas chez eux
Le moindre souffle de ta grâce
Et tu viens de me dire
""Reste ici, moi, je passe""
Et je regarde encore une fois
Dans le miroir, je n'trouve pas de quoi te plaire
Alors, j'écris des mots sans voix
Pour oublier que je n'ai pas de quoi te plaire
De quoi te plaire

Alors, j'écris des mots sans voix
Pour oublier que je n'ai pas de quoi te plaireEmbedShare URLCopyEmbedCopy"
26,26,À peu près (Deluxe),De quoi te plaire - Session live montréalaise,25,501,18,27.83,not found
27,27,À peu près (Deluxe),A Lonely One - Session live montréalaise,27,501,18,27.83,not found
28,28,À peu près (Deluxe),Pauline - Session live montréalaise,25,501,18,27.83,not found
29,29,À peu près (Deluxe),Comme si j'y croyais - Session live montréalaise,28,501,18,27.83,not found
30,30,À peu près (Deluxe),On brûlera - Session live montréalaise,34,501,18,27.83,not found
31,31,les failles,anxiété,57,528,11,48.0,"Je suis celle qu'on ne voit pas
Je suis celle qu'on n'entend pas
Je suis cachée au bord des larmes
Je suis la reine des drames

Quand tu veux dormir, je viens pour t'embrasser
Si tu veux courir, je rampe à tes côtés
Tu apprends, tu apprendras je sens ton cœur
Tu comprends, tu comprendras comment t'y faire

Je suis celle qu'on ne voit pas
Je suis celle qu'on n'entend pas
Je suis cachée au bord des larmes
Je suis la reine des drames

Là sous ta poitrine, je cogne pour t’abimer
Quand tu me devines, j'essaie de résister
Tu apprends, tu apprendras je sens ton cœur
Tu comprends, tu comprendras comment t'y faire

Je suis celle qu'on ne voit pas
Je suis celle qu'on n'entend pas
Je suis cachée au bord des larmes
Je suis la reine des drames
Avant de partir, de te laisser tomber
Je n'peux pas mourir et tout recommencer
Je t'attends, je t'attendrai toujours derrière
Mais va-t'en, va-t'en fais le détour sois fière

Je suis celle qu'on ne voit pas
Je suis celle qu'on n'entend pas
Je suis cachée au bord des larmes
Je suis la reine des drames2EmbedShare URLCopyEmbedCopy"
32,32,les failles,je sais pas danser,57,528,11,48.0,"Quand les lumières brûlent tout
Que la nuit fière s'en fout
Si tu voulais me voir
Moi, je préfère le noir

Je n'veux pas sortir
Je n'veux pas me découvrir
Des failles, des failles
Des failles, des failles

Je vois mon corps partout
Je le compare sur tout
Et tu vas pas me croire
J'ai fait le même cauchemar

Je n'veux pas sortir
Je n'veux pas me découvrir
Des failles, des failles
Des failles, des failles

Et je sais pas danser
Je sais pas m'oublier
Et je sais pas danser
Je sais pas m'oublier
Je n'veux pas sortirEmbedShare URLCopyEmbedCopy"
33,33,les failles,grandiose,54,528,11,48.0,"Depuis que je n'ai pas le droit
Je veux un enfant dans le ventre
J'aurais sûrement dû taire parfois
L'envie si grande et menaçante
Depuis que mes amis me mentent
Qu'ils disent que je suis comme les autres
Je veux un enfant dans le ventre
Qu'on s'aime, qu'on ait une vie grandiose

Grandiose
La vie que j'avais inventée
Pour toi, la vie qu'on nous vend bien tracée
Une vie comme ça n'existe pas
Ah-ah, ah-ah

Depuis la première goutte de sang
Les bouches qui s'effleurent dans la cour
J'ai dit ""Moi, je veux un enfant""
Avant de connaître l'amour
L'amour qui déborde de moi
Qui dit ""Tu n'es pas comme les autres""
Des filles prendront ton cœur à toi
Bats-toi, t'auras une vie grandiose
Grandiose, la vie que j'avais inventée
Pour toi, la vie qu'on nous vend bien tracée
Une vie comme ça n'existe pas
Ah-ah, ah-ah

Depuis que je n'ai pas le droit
Je veux un enfant dans le ventre
J'aurais sûrement dû taire parfois
L'envie si grande et menaçante
Depuis les cloches assourdissantes
Le gris de l'église de Fond-Rose
Je veux un enfant dans le ventre
Qu'on s'aime, qu'on ait une vie grandiose

Grandiose, la vie que j'avais inventée
Pour toi, la vie qu'on nous vend bien tracée
Une vie comme ça n'existe pas
Ah-ah, ah-ah1EmbedShare URLCopyEmbedCopy"
34,34,les failles,les séquoias,50,528,11,48.0,"Quand j'ai marché dans l’allée des séquoias
J'ai respiré en entier pour une fois
Et envoyé deux mille prières au vent
Pour nous sauver de toutes les peines d'avant

Avant, la rivière asséchée
Avant que tout soit emporté
Je veux retourner dans l'allée
Entendre les séquoias chanter
Ah, ah ah, ah ah, ah ah ah ah
Ah, ah ah, ah ah, ah ah ah ah

Apprivoiser le silence, les faiblesses de ma voix
Et habiter mon propre corps pour la première fois
J'ai bien gardé tous les secrets du vent
Entremêlés, la sève épaisse et mon sang

Avant, les arbres assassinés
Avant que tout soit emporté
Je veux retourner dans l'allée
Entendre les séquoias pleurer
Ah, ah ah, ah ah, ah ah ah ah
Ah, ah ah, ah ah, ah ah ah ah
Quand j'ai marché dans l'allée des séquoias
J'ai respiré en entier pour une foisEmbedShare URLCopyEmbedCopy"
35,35,les failles,les oiseaux,43,528,11,48.0,"Si les rues sont si grandes
C'est pour respirer
J'ai un oiseau dans le ventre
Je l'ai transporté
Jusqu'à toi pour le sauver
Quand tombe sur tes cils
Un voile de flocon
C'est le froid qui habille
Les toits des maisons
Quand le ciel te fait des dons

C'est un endroit rêvé, pour les oiseaux
Ils viennent s'y reposer
Quand leur cœur est gros

J'ai frappé à ta porte
Sans te prévenir
À l'âge des amours mortes
T'as su me cueillir
Dans tes bras pour me guérir
Je reviendrai m'étendre près du parc Laurier
Si tu savais m'attendre
On se marierait
Quelque part au mois de mai
C'est un endroit rêvé, pour les oiseaux
Ils viennent s'y reposer
Quand leur cœur est gros

À mon ancrage rêvé, après le chaos
Je viens te retrouver, comme les oiseaux
Ah, ah ah ah, ah ah
Ah ah ah, ah ah
Ah, ah ah ah, ah ah
Ah ah ah, ah ah
Hmm, hmm-hmm1EmbedShare URLCopyEmbedCopy"
36,36,les failles,pourquoi la mort te fait peur,45,528,11,48.0,"Pourquoi la mort te fait peur ?
J'entends les sauts de ton cœur
À travers les océans
Tu sais que toi et moi
Elle ne nous aura pas
On ira sous l'océan

Au creux d'un saule pleureur
Je t'éviterai les douleurs
Et nos corps fleuriront en larmes
Dormiront ensemble
Fleuriront en larmes
Ensemble

On s'est rencontré bien avant
Les nuits d'été, les secrets troublants
Avant ça, je te connaissais
Nos âmes se parlaient à deux mille ans
Dans une langue que personne ne comprend
Dont les mots se sont défilés

Et au creux d'un saule pleureur
Je t'éviterai les douleurs
Et nos corps fleuriront en larmes
Dormiront ensemble
Fleuriront en larmes
Ensemble
Ils ont trouvé des enfants sauvages
Ils ont trouvé deux enfants dans l'arbre
Ils ont trouvé deux enfants sauvages
Ils ont trouvé deux enfants dans l'arbreEmbedShare URLCopyEmbedCopy"
37,37,les failles,la lumière,42,528,11,48.0,"Si je n'ai pas retrouvé
Dans tes yeux la lumière
C'est que ton cœur a lâché
Tes poumons, une rivière
Dans le château des secrets
Tu es le moins âgé
Tu en connais des secrets
Tu les dis pour pas les oublier

Oublier tes enfants
Et les enfants de tes enfants
Oublier ton prénom
Et le chemin de la maison

Le précieux de ton passé
De tes joies, tes colères
Tu ne peux pas t'en rappeler
C'est le vent qui te fait toujours taire
Si le vent a dévasté, dans tes yeux
Le reste de lumière
On pourra se retrouver tous les deux
Bien au chaud sous la Terre
Et oublier tes enfants
Et les enfants de tes enfants
Oublier ton prénom
Et le chemin de la maison

Oublier tes enfants
Et les enfants de tes enfants
Et oublier ton prénom
Et le chemin de la maison1EmbedShare URLCopyEmbedCopy"
38,38,les failles,soleil soleil,60,528,11,48.0,"Ne me demandez pas pourquoi
Quand vient l'hiver et le grand froid
On voudrait tous mourir
Comme si c'était la première fois
Que la nuit tombait dans nos bras
On voudrait tous partir

Retrouver, le soleil
Qui nous manque
Qui va brûler toutes nos peines
Le soleil qui nous hante
Oh, reviens soleil, soleil
Oh, oh-oh-oh-oh, oh, oh-oh-oh-oh
Oh, oh-oh, oh-oh-oh
Oh, oh-oh-oh-oh, oh, oh-oh-oh-oh
Oh, oh-oh, oh-oh-oh

Ne regardez jamais en bas
Ou le méchant loup vous mangera
Vous perdrez l'équilibre
On va tous compter jusqu'à trois
Et faire une chaîne avec nos bras
Sur la route du Sud
Retrouver, le soleil
Qui nous manque
Qui va brûler toutes nos peines
Le soleil qui nous hante
Oh, reviens soleil, soleil
Oh, oh-oh-oh-oh, oh, oh-oh-oh-oh
Oh, oh-oh, oh-oh-oh
Oh, oh-oh-oh-oh, oh, oh-oh-oh-oh
Oh, oh-oh, oh-oh-oh

Oh, oh-oh-oh-oh, oh, oh-oh-oh-oh
Oh, oh-oh, oh-oh-oh
Oh, oh-oh-oh-oh, oh, oh-oh-oh-oh
Oh, oh-oh, oh-oh-oh

Souvenez-vous la prochaine fois
Que vient la neige et le fracas
On ne va pas tous mourir
Entre les braises, on marchera
Et la nuit noire nous embrassera
On pourra tous partir
On pourra tous partir1EmbedShare URLCopyEmbedCopy"
39,39,les failles,saphir,39,528,11,48.0,"On s'est mangé le cœur
Sans trop de maladresses
Oui j'ai nourri ta peur
J'ai fait ce qui nous blesse
J'ai vu sous ta chemise
Les cendres de ton père
Celui que tu méprises
Que tu veux voir sous terre
Oh-oh, oh, oh-oh, sous terre
Sous terre, oh-oh, oh, oh-oh

Quant à la dernière nuit
J'ai fait brûler mes torts
Asphyxié mes envies
J'ai détesté mon corps
Je connais cette image
De ta bouche qui se tord
De tes lèvres en naufrage
Dans tes larmes tu dors
Oh-oh, tu dors enfin
Tu dors, oh-oh, tu dors enfin
Oh-oh, oh, oh-oh
Oh-oh, oh, oh-oh
Hmm-hmm, hmm, hmm-hmm
Hmm-hmm, hmm, hmm-hmmEmbedShare URLCopyEmbedCopy"
40,40,les failles,une minute,47,528,11,48.0,"Viendras-tu te reposer, sur mon épaule
Malgré tout le mal que j'ai fait ?
Je te propose
Une minute, enlacés
Dans le noir
Ou la lumière allumée
Tu décideras

Voudras-tu me raconter tes heures sombres
Les hommes que tu as touché
La peur de ton ombre
Je pourrais te raconter
Mon Noël sans goût
Et quand le vide m'appelait
Le désir fou
D'une minute, enlacés
Dans le noir
Ou la lumière allumée
Tu décideras
Tu décideras (Tu décideras)

Claire, bonjour, c'est Mamie. Merci beaucoup pour ton message, je l'ai lu ce matin
Et puis j'espère que tout se passe bien, sur euh... que tu te prépares pour ton concert
J'crois que tu vas avoir ton album, enfin... je ne sais pas quelle date...
Et... bon courage, travaille bien, et bonne chance !
Bisous, je t'embrasse, bisous. Mamie. Au revoir !
Bonjour, c'est Mamie
Et puis j'espère que tout se passe bien
Je ne sais pas quelle date
Je ne sais pas quelle date
Travaille bien
C'est Mamie
J't'embrasse
Bisous
Au revoirEmbedShare URLCopyEmbedCopy"
41,41,les failles,chapelle,34,528,11,48.0,1EmbedShare URLCopyEmbedCopy
42,42,les failles cachées,anxiété,34,548,16,34.25,"Je suis celle qu'on ne voit pas
Je suis celle qu'on n'entend pas
Je suis cachée au bord des larmes
Je suis la reine des drames

Quand tu veux dormir, je viens pour t'embrasser
Si tu veux courir, je rampe à tes côtés
Tu apprends, tu apprendras je sens ton cœur
Tu comprends, tu comprendras comment t'y faire

Je suis celle qu'on ne voit pas
Je suis celle qu'on n'entend pas
Je suis cachée au bord des larmes
Je suis la reine des drames

Là sous ta poitrine, je cogne pour t’abimer
Quand tu me devines, j'essaie de résister
Tu apprends, tu apprendras je sens ton cœur
Tu comprends, tu comprendras comment t'y faire

Je suis celle qu'on ne voit pas
Je suis celle qu'on n'entend pas
Je suis cachée au bord des larmes
Je suis la reine des drames
Avant de partir, de te laisser tomber
Je n'peux pas mourir et tout recommencer
Je t'attends, je t'attendrai toujours derrière
Mais va-t'en, va-t'en fais le détour sois fière

Je suis celle qu'on ne voit pas
Je suis celle qu'on n'entend pas
Je suis cachée au bord des larmes
Je suis la reine des drames2EmbedShare URLCopyEmbedCopy"
43,43,les failles cachées,je sais pas danser,34,548,16,34.25,"Quand les lumières brûlent tout
Que la nuit fière s'en fout
Si tu voulais me voir
Moi, je préfère le noir

Je n'veux pas sortir
Je n'veux pas me découvrir
Des failles, des failles
Des failles, des failles

Je vois mon corps partout
Je le compare sur tout
Et tu vas pas me croire
J'ai fait le même cauchemar

Je n'veux pas sortir
Je n'veux pas me découvrir
Des failles, des failles
Des failles, des failles

Et je sais pas danser
Je sais pas m'oublier
Et je sais pas danser
Je sais pas m'oublier
Je n'veux pas sortirEmbedShare URLCopyEmbedCopy"
44,44,les failles cachées,grandiose,37,548,16,34.25,"Depuis que je n'ai pas le droit
Je veux un enfant dans le ventre
J'aurais sûrement dû taire parfois
L'envie si grande et menaçante
Depuis que mes amis me mentent
Qu'ils disent que je suis comme les autres
Je veux un enfant dans le ventre
Qu'on s'aime, qu'on ait une vie grandiose

Grandiose
La vie que j'avais inventée
Pour toi, la vie qu'on nous vend bien tracée
Une vie comme ça n'existe pas
Ah-ah, ah-ah

Depuis la première goutte de sang
Les bouches qui s'effleurent dans la cour
J'ai dit ""Moi, je veux un enfant""
Avant de connaître l'amour
L'amour qui déborde de moi
Qui dit ""Tu n'es pas comme les autres""
Des filles prendront ton cœur à toi
Bats-toi, t'auras une vie grandiose
Grandiose, la vie que j'avais inventée
Pour toi, la vie qu'on nous vend bien tracée
Une vie comme ça n'existe pas
Ah-ah, ah-ah

Depuis que je n'ai pas le droit
Je veux un enfant dans le ventre
J'aurais sûrement dû taire parfois
L'envie si grande et menaçante
Depuis les cloches assourdissantes
Le gris de l'église de Fond-Rose
Je veux un enfant dans le ventre
Qu'on s'aime, qu'on ait une vie grandiose

Grandiose, la vie que j'avais inventée
Pour toi, la vie qu'on nous vend bien tracée
Une vie comme ça n'existe pas
Ah-ah, ah-ah1EmbedShare URLCopyEmbedCopy"
45,45,les failles cachées,les séquoias,33,548,16,34.25,"Quand j'ai marché dans l’allée des séquoias
J'ai respiré en entier pour une fois
Et envoyé deux mille prières au vent
Pour nous sauver de toutes les peines d'avant

Avant, la rivière asséchée
Avant que tout soit emporté
Je veux retourner dans l'allée
Entendre les séquoias chanter
Ah, ah ah, ah ah, ah ah ah ah
Ah, ah ah, ah ah, ah ah ah ah

Apprivoiser le silence, les faiblesses de ma voix
Et habiter mon propre corps pour la première fois
J'ai bien gardé tous les secrets du vent
Entremêlés, la sève épaisse et mon sang

Avant, les arbres assassinés
Avant que tout soit emporté
Je veux retourner dans l'allée
Entendre les séquoias pleurer
Ah, ah ah, ah ah, ah ah ah ah
Ah, ah ah, ah ah, ah ah ah ah
Quand j'ai marché dans l'allée des séquoias
J'ai respiré en entier pour une foisEmbedShare URLCopyEmbedCopy"
46,46,les failles cachées,les oiseaux,36,548,16,34.25,"Si les rues sont si grandes
C'est pour respirer
J'ai un oiseau dans le ventre
Je l'ai transporté
Jusqu'à toi pour le sauver
Quand tombe sur tes cils
Un voile de flocon
C'est le froid qui habille
Les toits des maisons
Quand le ciel te fait des dons

C'est un endroit rêvé, pour les oiseaux
Ils viennent s'y reposer
Quand leur cœur est gros

J'ai frappé à ta porte
Sans te prévenir
À l'âge des amours mortes
T'as su me cueillir
Dans tes bras pour me guérir
Je reviendrai m'étendre près du parc Laurier
Si tu savais m'attendre
On se marierait
Quelque part au mois de mai
C'est un endroit rêvé, pour les oiseaux
Ils viennent s'y reposer
Quand leur cœur est gros

À mon ancrage rêvé, après le chaos
Je viens te retrouver, comme les oiseaux
Ah, ah ah ah, ah ah
Ah ah ah, ah ah
Ah, ah ah ah, ah ah
Ah ah ah, ah ah
Hmm, hmm-hmm1EmbedShare URLCopyEmbedCopy"
47,47,les failles cachées,1996,41,548,16,34.25,"Je me souviens de ta voix
Des grands sapins, et du froid
Te rappelles-tu des fois
Où tu m'as blessé de tes bras ?
Pour un rien
Je te fuyais, au travers des murs
Tu m'effrayais, j'étais sans armure

Mais je te pardonne, je te pardonne
Je sais, c'est contre toi que tu luttais
Je te pardonne, je sais, c'était pas moi que tu détestais

Tu te rappelles des fois
Où tu criais, comme si j'entendais pas ?
Entre les lignes, je lisais
Que, maladroitement, tu m'aimais
Je sais bien
Je m'effaçais au travers des murs
Tu m'effrayais, j'étais sans armure

Mais je te pardonne, je te pardonne
Je sais, c'est contre toi que tu luttais
Je te pardonne, je sais, c'était pas moi que tu détestais
Oh, oh-oh, oh
Oh, oh-oh, oh
Ah, ah-ah, ah
Ah, ah
Je te pardonne, ah-ah
Ah, ah
Oh, oh-oh, oh
Je te pardonne, oh
Oh-oh, oh, oh2EmbedShare URLCopyEmbedCopy"
48,48,les failles cachées,les cours d’eau,36,548,16,34.25,"Une promesse à la fois
Des caresses, que l'on retiendra
Des mots de velours, confiés au silence
Les failles de ces jours, où l'amour s'avance

Oh, prenons le temps qu'il faut
Pour laisser passer les cours d'eau
Jusqu'au dernier bateau
On prendra celui qu'il nous faut

S'ils te blessent, les feux de joie
De sagesse, on les couvrira
Brouillés, les contours de nos armes blanches
La nuit, les bruits sourds d'un amour qui danse

Oh, prenons le temps qu'il faut
Pour laisser passer les cours d'eau
Jusqu'au dernier bateau
On prendra celui qu'il nous faut

L'appel au secours, de nos cœurs en transe
Les cris de l'amour mourant d'impatience
Oh, prenons le temps qu'il faut
Pour laisser passer les cours d'eau
Jusqu'au dernier bateau
On prendra celui qu'il nous faut
Prenons le temps qu'il faut
Pour laisser passer les cours d'eau
Jusqu'au dernier bateau
On trouvera la vie qu'il nous faut1EmbedShare URLCopyEmbedCopy"
49,49,les failles cachées,les cours d’eau - Solo,30,548,16,34.25,"Une promesse à la fois
Des caresses, que l'on retiendra
Des mots de velours, confiés au silence
Les failles de ces jours, où l'amour s'avance

Oh, prenons le temps qu'il faut
Pour laisser, passer les cours d'eau
Jusqu'au dernier bateau
On prendra celui qu'il nous faut

S'ils te blessent, les feux de joie
De sagesse, on les couvrira
Brouillés, les contours de nos armes blanches
La nuit, les bruits sourds d'un amour qui danse

Oh, prenons le temps qu'il faut
Pour laisser, passer les cours d'eau
Jusqu'au dernier bateau
On prendra celui qu'il nous faut

L'appel au secours, de nos cœurs en transe
Les cris de l'amour mourant d'impatience
Oh, prenons le temps qu'il faut
Pour laisser, passer les cours d'eau
Jusqu'au dernier bateau
On prendra celui qu'il nous faut
Prenons le temps qu'il faut
Pour laisser, passer les cours d'eau
Jusqu'au dernier bateau
On trouvera la vie qu'il nous fautEmbedShare URLCopyEmbedCopy"
50,50,les failles cachées,vide,42,548,16,34.25,"Bien attiré par le vide, par les grands bassins
Elle disparaît de profil, à l'ombre d'un rien
Elle n'existe pas très bien
Le silence est difficile, le poids de ses seins
Quand le corps est si docile, à l'ombre d'un rien
Elle n'existe pas très bien

Un pied sur le fil
Dans le noir elle attend
Pour toucher sa cible
Au hasard elle se ment

Ça résonne en souvenir, en coups sur la peau
Bien attiré par le pire, jusqu'au fond des eaux
Elle n'existe pas très bien
En creusant dans les limites, elle réduit l'écho
Qui la suivait parasite jusqu'au fond des eaux
Elle n'existe pas très bien

Un pied dans le vide
Dans le noir elle attend
Pour toucher sa cible
Au hasard elle se mentEmbedShare URLCopyEmbedCopy"
51,51,les failles cachées,sorcières,42,548,16,34.25,"Si tu portes du noir dans la vie
Si tu sors le soir dans la nuit
Si tu bois de l'eau chaude avec des fleurs dedans
Si tu vois autre chose que la tête blasée des gens

Tu es sûrement une sorcière, tu es sûrement une sorcière
Tu es sûrement une sorcière, tu es sûrement une sorcière

Si tu aimes les chats dans la vie
Si tu cries au creux de ton lit
Si tu n'aimes pas trop qu'on te dise de sourire
Si tu trouves ça beau, la lune et le saphir

Tu es sûrement une sorcière, tu es sûrement une sorcière
Tu es sûrement une sorcière, tu es sûrement une sorcière
Sûrement une sorcière, tu es sûrement une sorcière
Tu es sûrement une sorcière, tu es sûrement une sorcière
Tu es sûrement une sorcière, tu es sûrement une sorcière

Si tu sais être seule dans la vie
Si tu suis ton instinct dans la nuit
Si tu n'as besoin de personne pour te sauver
Si trouves que rien ne remplace ta liberté
Tu es sûrement une sorcière
Tu es sûrement une sorcière
Tu es sûrement une sorcière, tu es sûrement une sorcière
Tu es sûrement une sorcière, tu es sûrement une sorcière
Tu es sûrement une sorcière, tu es sûrement une sorcière
Tu es sûrement une sorcière, tu es sûrement une sorcière2EmbedShare URLCopyEmbedCopy"
52,52,les failles cachées,pourquoi la mort te fait peur,31,548,16,34.25,"Pourquoi la mort te fait peur ?
J'entends les sauts de ton cœur
À travers les océans
Tu sais que toi et moi
Elle ne nous aura pas
On ira sous l'océan

Au creux d'un saule pleureur
Je t'éviterai les douleurs
Et nos corps fleuriront en larmes
Dormiront ensemble
Fleuriront en larmes
Ensemble

On s'est rencontré bien avant
Les nuits d'été, les secrets troublants
Avant ça, je te connaissais
Nos âmes se parlaient à deux mille ans
Dans une langue que personne ne comprend
Dont les mots se sont défilés

Et au creux d'un saule pleureur
Je t'éviterai les douleurs
Et nos corps fleuriront en larmes
Dormiront ensemble
Fleuriront en larmes
Ensemble
Ils ont trouvé des enfants sauvages
Ils ont trouvé deux enfants dans l'arbre
Ils ont trouvé deux enfants sauvages
Ils ont trouvé deux enfants dans l'arbreEmbedShare URLCopyEmbedCopy"
53,53,les failles cachées,la lumière,31,548,16,34.25,"Si je n'ai pas retrouvé
Dans tes yeux la lumière
C'est que ton cœur a lâché
Tes poumons, une rivière
Dans le château des secrets
Tu es le moins âgé
Tu en connais des secrets
Tu les dis pour pas les oublier

Oublier tes enfants
Et les enfants de tes enfants
Oublier ton prénom
Et le chemin de la maison

Le précieux de ton passé
De tes joies, tes colères
Tu ne peux pas t'en rappeler
C'est le vent qui te fait toujours taire
Si le vent a dévasté, dans tes yeux
Le reste de lumière
On pourra se retrouver tous les deux
Bien au chaud sous la Terre
Et oublier tes enfants
Et les enfants de tes enfants
Oublier ton prénom
Et le chemin de la maison

Oublier tes enfants
Et les enfants de tes enfants
Et oublier ton prénom
Et le chemin de la maison1EmbedShare URLCopyEmbedCopy"
